SEER_Draw	Stage	Sex	Lower	Upper	Index	alive_start	died	lost	css_i	css_c
Gallbladder	III	Male	55	59	162	0	0	0	1	0.1717755242055445
Gallbladder	III	Male	55	59	163	0	0	0	1	0.1717755242055445
Gallbladder	III	Male	55	59	164	0	0	0	1	0.1717755242055445
Gallbladder	III	Male	55	59	165	0	0	0	1	0.1717755242055445
Gallbladder	III	Male	55	59	166	0	0	0	1	0.1717755242055445
Gallbladder	III	Male	55	59	167	0	0	0	1	0.1717755242055445
Gallbladder	III	Male	55	59	168	0	0	0	1	0.1717755242055445
Gallbladder	III	Male	55	59	169	0	0	0	1	0.1717755242055445
Gallbladder	III	Male	55	59	170	0	0	0	1	0.1717755242055445
Gallbladder	III	Male	55	59	171	0	0	0	1	0.1717755242055445
Gallbladder	III	Male	55	59	172	0	0	0	1	0.1717755242055445
Gallbladder	III	Male	55	59	173	0	0	0	1	0.1717755242055445
Gallbladder	III	Male	55	59	174	0	0	0	1	0.1717755242055445
Gallbladder	III	Male	55	59	175	0	0	0	1	0.1717755242055445
Gallbladder	III	Male	55	59	176	0	0	0	1	0.1717755242055445
Gallbladder	III	Male	55	59	177	0	0	0	1	0.1717755242055445
Gallbladder	III	Male	55	59	178	0	0	0	1	0.1717755242055445
Gallbladder	III	Male	55	59	179	0	0	0	1	0.1717755242055445
Gallbladder	III	Male	60	64	1	124	13	6	0.8951612903225806	0.8951612903225806
Gallbladder	III	Male	60	64	2	105	3	1	0.9714285714285714	0.8695852534562212
Gallbladder	III	Male	60	64	3	101	0	1	1	0.8695852534562212
Gallbladder	III	Male	60	64	4	100	3	0	0.97	0.8434976958525345
Gallbladder	III	Male	60	64	5	97	1	0	0.9896907216494846	0.8348018433179724
Gallbladder	III	Male	60	64	6	96	1	0	0.9895833333333334	0.8261059907834102
Gallbladder	III	Male	60	64	7	95	3	0	0.968421052631579	0.8000184331797235
Gallbladder	III	Male	60	64	8	92	2	0	0.9782608695652174	0.7826267281105991
Gallbladder	III	Male	60	64	9	90	7	0	0.9222222222222223	0.7217557603686636
Gallbladder	III	Male	60	64	10	83	10	0	0.8795180722891567	0.6347972350230415
Gallbladder	III	Male	60	64	11	73	5	0	0.9315068493150684	0.5913179723502305
Gallbladder	III	Male	60	64	12	68	3	0	0.9558823529411765	0.5652304147465439
Gallbladder	III	Male	60	64	13	65	1	0	0.9846153846153847	0.5565345622119817
Gallbladder	III	Male	60	64	14	64	1	0	0.984375	0.5478387096774194
Gallbladder	III	Male	60	64	15	63	0	0	1	0.5478387096774194
Gallbladder	III	Male	60	64	16	63	3	0	0.9523809523809523	0.5217511520737328
Gallbladder	III	Male	60	64	17	60	7	0	0.8833333333333333	0.4608801843317973
Gallbladder	III	Male	60	64	18	53	3	1	0.9433962264150944	0.43479262672811064
Gallbladder	III	Male	60	64	19	49	2	0	0.9591836734693877	0.41704598890247346
Gallbladder	III	Male	60	64	20	47	0	0	1	0.41704598890247346
Gallbladder	III	Male	60	64	21	47	3	0	0.9361702127659575	0.3904260321640177
Gallbladder	III	Male	60	64	22	44	0	0	1	0.3904260321640177
Gallbladder	III	Male	60	64	23	44	2	0	0.9545454545454546	0.3726793943383806
Gallbladder	III	Male	60	64	24	42	1	0	0.9761904761904762	0.363806075425562
Gallbladder	III	Male	60	64	25	41	2	0	0.9512195121951219	0.3460594375999248
Gallbladder	III	Male	60	64	26	39	0	0	1	0.3460594375999248
Gallbladder	III	Male	60	64	27	39	1	1	0.9743589743589743	0.3371861186871062
Gallbladder	III	Male	60	64	28	37	1	0	0.972972972972973	0.32807298034421145
Gallbladder	III	Male	60	64	29	36	0	0	1	0.32807298034421145
Gallbladder	III	Male	60	64	30	36	1	0	0.9722222222222222	0.31895984200131666
Gallbladder	III	Male	60	64	31	35	0	0	1	0.31895984200131666
Gallbladder	III	Male	60	64	32	35	2	0	0.9428571428571428	0.30073356531552714
Gallbladder	III	Male	60	64	33	33	2	0	0.9393939393939394	0.2825072886297377
Gallbladder	III	Male	60	64	34	31	3	0	0.9032258064516129	0.25516787360105336
Gallbladder	III	Male	60	64	35	28	0	0	1	0.25516787360105336
Gallbladder	III	Male	60	64	36	28	1	0	0.9642857142857143	0.2460547352581586
Gallbladder	III	Male	60	64	37	27	1	0	0.962962962962963	0.23694159691526384
Gallbladder	III	Male	60	64	38	26	1	0	0.9615384615384616	0.22782845857236908
Gallbladder	III	Male	60	64	39	25	0	0	1	0.22782845857236908
Gallbladder	III	Male	60	64	40	25	0	0	1	0.22782845857236908
Gallbladder	III	Male	60	64	41	25	0	0	1	0.22782845857236908
Gallbladder	III	Male	60	64	42	25	1	1	0.96	0.21871532022947432
Gallbladder	III	Male	60	64	43	23	0	0	1	0.21871532022947432
Gallbladder	III	Male	60	64	44	23	0	0	1	0.21871532022947432
Gallbladder	III	Male	60	64	45	23	0	0	1	0.21871532022947432
Gallbladder	III	Male	60	64	46	23	0	0	1	0.21871532022947432
Gallbladder	III	Male	60	64	47	23	1	0	0.9565217391304348	0.20920595848036674
Gallbladder	III	Male	60	64	48	22	0	0	1	0.20920595848036674
Gallbladder	III	Male	60	64	49	22	1	0	0.9545454545454546	0.19969659673125917
Gallbladder	III	Male	60	64	50	21	0	0	1	0.19969659673125917
Gallbladder	III	Male	60	64	51	21	2	0	0.9047619047619048	0.18067787323304402
Gallbladder	III	Male	60	64	52	19	0	1	1	0.18067787323304402
Gallbladder	III	Male	60	64	53	18	1	0	0.9444444444444444	0.170640213608986
Gallbladder	III	Male	60	64	54	17	0	0	1	0.170640213608986
Gallbladder	III	Male	60	64	55	17	0	0	1	0.170640213608986
Gallbladder	III	Male	60	64	56	17	0	0	1	0.170640213608986
Gallbladder	III	Male	60	64	57	17	1	0	0.9411764705882353	0.160602553984928
Gallbladder	III	Male	60	64	58	16	0	1	1	0.160602553984928
Gallbladder	III	Male	60	64	59	15	0	0	1	0.160602553984928
Gallbladder	III	Male	60	64	60	15	0	0	1	0.160602553984928
Gallbladder	III	Male	60	64	61	15	0	1	1	0.160602553984928
Gallbladder	III	Male	60	64	62	14	0	0	1	0.160602553984928
Gallbladder	III	Male	60	64	63	14	0	0	1	0.160602553984928
Gallbladder	III	Male	60	64	64	14	1	0	0.9285714285714286	0.14913094298600457
Gallbladder	III	Male	60	64	65	13	0	0	1	0.14913094298600457
Gallbladder	III	Male	60	64	66	13	0	0	1	0.14913094298600457
Gallbladder	III	Male	60	64	67	13	1	0	0.9230769230769231	0.13765933198708116
Gallbladder	III	Male	60	64	68	12	0	0	1	0.13765933198708116
Gallbladder	III	Male	60	64	69	12	0	0	1	0.13765933198708116
Gallbladder	III	Male	60	64	70	12	0	0	1	0.13765933198708116
Gallbladder	III	Male	60	64	71	12	0	0	1	0.13765933198708116
Gallbladder	III	Male	60	64	72	12	0	0	1	0.13765933198708116
Gallbladder	III	Male	60	64	73	12	0	0	1	0.13765933198708116
Gallbladder	III	Male	60	64	74	12	0	0	1	0.13765933198708116
Gallbladder	III	Male	60	64	75	12	0	0	1	0.13765933198708116
Gallbladder	III	Male	60	64	76	12	1	0	0.9166666666666666	0.12618772098815773
Gallbladder	III	Male	60	64	77	11	0	0	1	0.12618772098815773
Gallbladder	III	Male	60	64	78	11	0	1	1	0.12618772098815773
Gallbladder	III	Male	60	64	79	10	0	0	1	0.12618772098815773
Gallbladder	III	Male	60	64	80	10	0	0	1	0.12618772098815773
Gallbladder	III	Male	60	64	81	10	0	0	1	0.12618772098815773
Gallbladder	III	Male	60	64	82	10	0	0	1	0.12618772098815773
Gallbladder	III	Male	60	64	83	10	0	1	1	0.12618772098815773
Gallbladder	III	Male	60	64	84	9	0	0	1	0.12618772098815773
Gallbladder	III	Male	60	64	85	9	0	0	1	0.12618772098815773
Gallbladder	III	Male	60	64	86	9	1	0	0.8888888888888888	0.11216686310058464
Gallbladder	III	Male	60	64	87	8	0	1	1	0.11216686310058464
Gallbladder	III	Male	60	64	88	7	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	89	7	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	90	7	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	91	7	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	92	7	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	93	7	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	94	7	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	95	7	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	96	7	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	97	7	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	98	7	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	99	7	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	100	7	0	2	1	0.11216686310058464
Gallbladder	III	Male	60	64	101	5	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	102	5	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	103	5	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	104	5	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	105	5	0	2	1	0.11216686310058464
Gallbladder	III	Male	60	64	106	3	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	107	3	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	108	3	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	109	3	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	110	3	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	111	3	0	1	1	0.11216686310058464
Gallbladder	III	Male	60	64	112	2	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	113	2	0	1	1	0.11216686310058464
Gallbladder	III	Male	60	64	114	1	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	115	1	0	1	1	0.11216686310058464
Gallbladder	III	Male	60	64	116	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	117	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	118	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	119	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	120	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	121	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	122	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	123	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	124	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	125	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	126	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	127	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	128	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	129	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	130	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	131	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	132	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	133	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	134	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	135	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	136	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	137	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	138	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	139	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	140	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	141	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	142	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	143	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	144	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	145	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	146	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	147	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	148	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	149	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	150	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	151	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	152	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	153	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	154	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	155	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	156	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	157	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	158	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	159	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	160	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	161	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	162	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	163	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	164	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	165	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	166	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	167	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	168	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	169	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	170	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	171	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	172	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	173	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	174	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	175	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	176	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	177	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	178	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	60	64	179	0	0	0	1	0.11216686310058464
Gallbladder	III	Male	65	69	1	147	10	7	0.9319727891156463	0.9319727891156463
Gallbladder	III	Male	65	69	2	130	5	3	0.9615384615384616	0.8961276818419676
Gallbladder	III	Male	65	69	3	122	8	0	0.9344262295081968	0.8373652109015107
Gallbladder	III	Male	65	69	4	114	2	0	0.9824561403508771	0.8226745931663965
Gallbladder	III	Male	65	69	5	112	3	2	0.9732142857142857	0.8006386665637252
Gallbladder	III	Male	65	69	6	107	2	0	0.9813084112149533	0.7856734578429079
Gallbladder	III	Male	65	69	7	105	2	0	0.9809523809523809	0.7707082491220906
Gallbladder	III	Male	65	69	8	103	2	0	0.9805825242718447	0.7557430404012733
Gallbladder	III	Male	65	69	9	101	3	1	0.9702970297029703	0.7332952273200473
Gallbladder	III	Male	65	69	10	97	2	1	0.979381443298969	0.7181757380969535
Gallbladder	III	Male	65	69	11	94	4	0	0.9574468085106383	0.6876150683907002
Gallbladder	III	Male	65	69	12	90	2	1	0.9777777777777777	0.6723347335375734
Gallbladder	III	Male	65	69	13	87	4	0	0.9540229885057472	0.641422791765731
Gallbladder	III	Male	65	69	14	83	3	1	0.963855421686747	0.6182388354368492
Gallbladder	III	Male	65	69	15	79	2	1	0.9746835443037974	0.6025872193498404
Gallbladder	III	Male	65	69	16	76	3	0	0.9605263157894737	0.5788008817439256
Gallbladder	III	Male	65	69	17	73	1	0	0.9863013698630136	0.570872102541954
Gallbladder	III	Male	65	69	18	72	2	0	0.9722222222222222	0.5550145441380108
Gallbladder	III	Male	65	69	19	70	5	0	0.9285714285714286	0.5153706481281529
Gallbladder	III	Male	65	69	20	65	5	0	0.9230769230769231	0.475726752118295
Gallbladder	III	Male	65	69	21	60	3	0	0.95	0.45194041451238026
Gallbladder	III	Male	65	69	22	57	2	2	0.9649122807017544	0.4360828561084371
Gallbladder	III	Male	65	69	23	53	1	0	0.9811320754716981	0.42785487769129676
Gallbladder	III	Male	65	69	24	52	2	0	0.9615384615384616	0.4113989208570161
Gallbladder	III	Male	65	69	25	50	3	0	0.94	0.38671498560559514
Gallbladder	III	Male	65	69	26	47	2	0	0.9574468085106383	0.3702590287713145
Gallbladder	III	Male	65	69	27	45	1	0	0.9777777777777777	0.3620310503541742
Gallbladder	III	Male	65	69	28	44	1	0	0.9772727272727273	0.35380307193703386
Gallbladder	III	Male	65	69	29	43	1	1	0.9767441860465116	0.3455750935198935
Gallbladder	III	Male	65	69	30	41	1	0	0.975609756097561	0.33714643270233513
Gallbladder	III	Male	65	69	31	40	1	0	0.975	0.32871777188477674
Gallbladder	III	Male	65	69	32	39	3	0	0.9230769230769231	0.30343178943210164
Gallbladder	III	Male	65	69	33	36	4	1	0.8888888888888888	0.2697171461618681
Gallbladder	III	Male	65	69	34	31	0	0	1	0.2697171461618681
Gallbladder	III	Male	65	69	35	31	0	1	1	0.2697171461618681
Gallbladder	III	Male	65	69	36	30	1	0	0.9666666666666667	0.2607265746231392
Gallbladder	III	Male	65	69	37	29	0	0	1	0.2607265746231392
Gallbladder	III	Male	65	69	38	29	0	0	1	0.2607265746231392
Gallbladder	III	Male	65	69	39	29	0	0	1	0.2607265746231392
Gallbladder	III	Male	65	69	40	29	0	0	1	0.2607265746231392
Gallbladder	III	Male	65	69	41	29	1	0	0.9655172413793104	0.25173600308441024
Gallbladder	III	Male	65	69	42	28	2	0	0.9285714285714286	0.2337548600069524
Gallbladder	III	Male	65	69	43	26	0	0	1	0.2337548600069524
Gallbladder	III	Male	65	69	44	26	1	1	0.9615384615384616	0.22476428846822344
Gallbladder	III	Male	65	69	45	24	0	0	1	0.22476428846822344
Gallbladder	III	Male	65	69	46	24	1	0	0.9583333333333334	0.2153991097820475
Gallbladder	III	Male	65	69	47	23	0	0	1	0.2153991097820475
Gallbladder	III	Male	65	69	48	23	0	1	1	0.2153991097820475
Gallbladder	III	Male	65	69	49	22	0	0	1	0.2153991097820475
Gallbladder	III	Male	65	69	50	22	0	0	1	0.2153991097820475
Gallbladder	III	Male	65	69	51	22	1	0	0.9545454545454546	0.2056082411555908
Gallbladder	III	Male	65	69	52	21	0	0	1	0.2056082411555908
Gallbladder	III	Male	65	69	53	21	0	0	1	0.2056082411555908
Gallbladder	III	Male	65	69	54	21	0	0	1	0.2056082411555908
Gallbladder	III	Male	65	69	55	21	1	1	0.9523809523809523	0.19581737252913406
Gallbladder	III	Male	65	69	56	19	1	0	0.9473684210526316	0.18551119502760072
Gallbladder	III	Male	65	69	57	18	0	1	1	0.18551119502760072
Gallbladder	III	Male	65	69	58	17	0	0	1	0.18551119502760072
Gallbladder	III	Male	65	69	59	17	0	1	1	0.18551119502760072
Gallbladder	III	Male	65	69	60	16	0	0	1	0.18551119502760072
Gallbladder	III	Male	65	69	61	16	0	0	1	0.18551119502760072
Gallbladder	III	Male	65	69	62	16	0	1	1	0.18551119502760072
Gallbladder	III	Male	65	69	63	15	0	0	1	0.18551119502760072
Gallbladder	III	Male	65	69	64	15	0	0	1	0.18551119502760072
Gallbladder	III	Male	65	69	65	15	0	0	1	0.18551119502760072
Gallbladder	III	Male	65	69	66	15	0	0	1	0.18551119502760072
Gallbladder	III	Male	65	69	67	15	0	1	1	0.18551119502760072
Gallbladder	III	Male	65	69	68	14	0	0	1	0.18551119502760072
Gallbladder	III	Male	65	69	69	14	0	0	1	0.18551119502760072
Gallbladder	III	Male	65	69	70	14	0	0	1	0.18551119502760072
Gallbladder	III	Male	65	69	71	14	0	0	1	0.18551119502760072
Gallbladder	III	Male	65	69	72	14	0	1	1	0.18551119502760072
Gallbladder	III	Male	65	69	73	13	0	0	1	0.18551119502760072
Gallbladder	III	Male	65	69	74	13	0	1	1	0.18551119502760072
Gallbladder	III	Male	65	69	75	12	0	0	1	0.18551119502760072
Gallbladder	III	Male	65	69	76	12	1	0	0.9166666666666666	0.17005192877530065
Gallbladder	III	Male	65	69	77	11	0	0	1	0.17005192877530065
Gallbladder	III	Male	65	69	78	11	0	1	1	0.17005192877530065
Gallbladder	III	Male	65	69	79	10	0	0	1	0.17005192877530065
Gallbladder	III	Male	65	69	80	10	1	0	0.9	0.1530467358977706
Gallbladder	III	Male	65	69	81	9	0	0	1	0.1530467358977706
Gallbladder	III	Male	65	69	82	9	0	0	1	0.1530467358977706
Gallbladder	III	Male	65	69	83	9	0	0	1	0.1530467358977706
Gallbladder	III	Male	65	69	84	9	1	0	0.8888888888888888	0.13604154302024052
Gallbladder	III	Male	65	69	85	8	0	0	1	0.13604154302024052
Gallbladder	III	Male	65	69	86	8	0	0	1	0.13604154302024052
Gallbladder	III	Male	65	69	87	8	0	0	1	0.13604154302024052
Gallbladder	III	Male	65	69	88	8	0	1	1	0.13604154302024052
Gallbladder	III	Male	65	69	89	7	0	0	1	0.13604154302024052
Gallbladder	III	Male	65	69	90	7	0	0	1	0.13604154302024052
Gallbladder	III	Male	65	69	91	7	0	0	1	0.13604154302024052
Gallbladder	III	Male	65	69	92	7	1	0	0.8571428571428572	0.11660703687449188
Gallbladder	III	Male	65	69	93	6	0	0	1	0.11660703687449188
Gallbladder	III	Male	65	69	94	6	0	0	1	0.11660703687449188
Gallbladder	III	Male	65	69	95	6	1	1	0.8333333333333334	0.09717253072874324
Gallbladder	III	Male	65	69	96	4	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	97	4	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	98	4	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	99	4	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	100	4	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	101	4	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	102	4	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	103	4	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	104	4	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	105	4	0	1	1	0.09717253072874324
Gallbladder	III	Male	65	69	106	3	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	107	3	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	108	3	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	109	3	0	1	1	0.09717253072874324
Gallbladder	III	Male	65	69	110	2	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	111	2	0	1	1	0.09717253072874324
Gallbladder	III	Male	65	69	112	1	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	113	1	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	114	1	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	115	1	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	116	1	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	117	1	0	1	1	0.09717253072874324
Gallbladder	III	Male	65	69	118	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	119	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	120	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	121	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	122	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	123	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	124	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	125	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	126	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	127	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	128	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	129	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	130	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	131	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	132	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	133	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	134	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	135	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	136	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	137	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	138	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	139	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	140	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	141	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	142	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	143	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	144	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	145	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	146	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	147	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	148	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	149	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	150	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	151	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	152	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	153	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	154	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	155	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	156	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	157	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	158	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	159	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	160	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	161	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	162	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	163	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	164	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	165	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	166	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	167	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	168	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	169	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	170	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	171	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	172	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	173	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	174	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	175	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	176	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	177	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	178	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	65	69	179	0	0	0	1	0.09717253072874324
Gallbladder	III	Male	70	74	1	114	3	3	0.9736842105263158	0.9736842105263158
Gallbladder	III	Male	70	74	2	108	6	2	0.9444444444444444	0.9195906432748538
Gallbladder	III	Male	70	74	3	100	1	2	0.99	0.9103947368421053
Gallbladder	III	Male	70	74	4	97	1	2	0.9896907216494846	0.9010092240911558
Gallbladder	III	Male	70	74	5	94	1	0	0.9893617021276596	0.8914240195795478
Gallbladder	III	Male	70	74	6	93	1	1	0.989247311827957	0.8818388150679397
